Waypoint명,LATITUDE,LONGITUDE,Type,FIR(GIS계산),FIR_Name
TVF,N48-04-09.50,W096-11-11.34,NAV,KZMP,POINT (-96.18648333333334 48.06930555555556)
TVM,N08-28-29.02,E076-55-27.93,NAV,VOMF,POINT (76.924425 8.474727777777778)
TVM,N08-28-29.02,E076-55-27.93,NAV,VOMF-UAC,POINT (76.924425 8.474727777777778)
TVM,N08-28-29.02,E076-55-27.93,NAV,VOMF-UTV,POINT (76.924425 8.474727777777778)
TVM,N08-28-29.02,E076-55-27.93,NAV,VOTV,POINT (76.924425 8.474727777777778)
TW,S31-03-57.87,E150-49-48.89,NAV,YARL,POINT (150.83024722222223 -31.066075)
TWF,N42-28-47.42,W114-29-22.01,NAV,KZLC,POINT (-114.48944722222222 42.47983888888889)
TXC,N39-41-53.97,W103-12-53.80,NAV,KZDV,POINT (-103.21494444444444 39.698325)
TXK,N33-30-49.97,W094-04-23.68,NAV,KZFW,POINT (-94.07324444444444 33.51388055555555)
TXN,N29-44-18.02,E118-15-12.02,NAV,ZSHA,POINT (118.25333888888889 29.73833888888889)
TXN,N29-44-18.02,E118-15-12.02,NAV,ZSOF,POINT (118.25333888888889 29.73833888888889)
TXN,N29-44-18.02,E118-15-12.02,NAV,ZSSS,POINT (118.25333888888889 29.73833888888889)
TXN,N29-44-18.02,E118-15-12.02,NAV,ZSSS-C,POINT (118.25333888888889 29.73833888888889)
TXN,N29-44-18.02,E118-15-12.02,NAV,ZSSS-W,POINT (118.25333888888889 29.73833888888889)
TXO,N34-29-42.42,W102-50-22.81,NAV,KZAB,POINT (-102.83966944444444 34.49511666666667)
TYE,N06-21-43.69,E002-23-35.81,NAV,DGAC,POINT (2.3932805555555556 6.362136111111111)
TYI,N35-58-36.22,W077-42-13.41,NAV,KZDC,POINT (-77.703725 35.97672777777778)
TYN,N37-44-54.01,E112-37-11.97,NAV,ZBAA,POINT (112.61999166666666 37.748336111111115)
TYN,N37-44-54.01,E112-37-11.97,NAV,ZBAA-C,POINT (112.61999166666666 37.748336111111115)
TYN,N37-44-54.01,E112-37-11.97,NAV,ZBAA-W,POINT (112.61999166666666 37.748336111111115)
TYN,N37-44-54.01,E112-37-11.97,NAV,ZBPE,POINT (112.61999166666666 37.748336111111115)
TZH,N40-24-30.01,E114-03-06.01,NAV,ZBAA,POINT (114.05166944444444 40.40833611111111)
TZH,N40-24-30.01,E114-03-06.01,NAV,ZBAA-C,POINT (114.05166944444444 40.40833611111111)
TZH,N40-24-30.01,E114-03-06.01,NAV,ZBPE,POINT (114.05166944444444 40.40833611111111)
TZK,N38-46-00.26,E034-32-31.52,NAV,LTAA,POINT (34.542088888888884 38.76673888888889)
TZK,N38-46-00.26,E034-32-31.52,NAV,LTAA-15,POINT (34.542088888888884 38.76673888888889)
TZK,N38-46-00.26,E034-32-31.52,NAV,LTAA-C,POINT (34.542088888888884 38.76673888888889)
TZK,N38-46-00.26,E034-32-31.52,NAV,LTAA-S,POINT (34.542088888888884 38.76673888888889)
TZK,N38-46-00.26,E034-32-31.52,NAV,LTXX,POINT (34.542088888888884 38.76673888888889)
